"","NAME_0","NAME_1","NAME_2","NAME_3_unique","project_id","project_location_id","precision_code","geoname_id","place_name","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements","even_split_commitments","even_split_disbursements","NAME_3","NAME_0.id","NAME_1.id","NAME_2.id","NAME_3.id"
"1994","Uganda","Pallisa","Budaka","Naboa Budaka",8729938740,"8729938740_7056279",3,7056279,"Budaka District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056279","Earth|Africa|Uganda|Eastern Region|Budaka District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Naboa",1,50,13,701
"1995","Uganda","Pallisa","Budaka","Naboa Budaka",87299463027,"87299463027_7056279",3,7056279,"Budaka District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056279","Earth|Africa|Uganda|Eastern Region|Budaka District",1,1,1,"SUPPORT TO LOCAL GOV ASSOCIATION- CAPACITY BUILDING-NORTHERN UGANDA (PRDP)","2008-12-03","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2008,2014,0,155520.995,0,4092.65776316,"Naboa",1,50,13,701
"1996","Uganda","Pallisa","Budaka","Naboa Budaka",8729922263,"8729922263_7056279",3,7056279,"Budaka District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056279","Earth|Africa|Uganda|Eastern Region|Budaka District",1,1,1,"SUPPORT TO POLICE - PRDP","2007-11-28","start-actual","2009-06-30","end-planned","Netherlands","NLD","Uganda","UGA","510","General budget support","Completion",2007,2009,4405286.343,0,115928.587974,0,"Naboa",1,50,13,701
"1997","Uganda","Pallisa","Budaka","Naboa Budaka",8729922193,"8729922193_7056279",3,7056279,"Budaka District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056279","Earth|Africa|Uganda|Eastern Region|Budaka District",1,1,1,"NORTHERN UGANDA SOCIAL ACTION FUND (NUSAF)","2012-02-09","start-actual","2014-08-31","end-planned","International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2009,2014,139410967.476,87588840.519,3767863.98584,2367265.95997,"Naboa",1,50,13,701
"1998","Uganda","Pallisa","Budaka","Naboa Budaka",87299464646,"87299464646_7056279",3,7056279,"Budaka District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056279","Earth|Africa|Uganda|Eastern Region|Budaka District",1,1,1,"ENABLING RURAL INNOVATION","2013-02-01","start-actual","2015-01-31","end-planned","Austria","AUT","Uganda","UGA","160","Other social infrastructure and services","Implementation",2013,2015,0,0,0,0,"Naboa",1,50,13,701
"1999","Uganda","Pallisa","Budaka","Naboa Budaka",8729925127,"8729925127_7056279",3,7056279,"Budaka District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056279","Earth|Africa|Uganda|Eastern Region|Budaka District",1,1,1,"PRDP","2008-12-03","start-actual","2009-06-30","end-planned","Norway","NOR","Uganda","UGA","311|110","Agriculture|Education","Completion",2008,2010,4698996.89,10315279.203,123657.812895,271454.715868,"Naboa",1,50,13,701
"2000","Uganda","Pallisa","Budaka","Naboa Budaka",87299463034,"87299463034_7056279",3,7056279,"Budaka District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056279","Earth|Africa|Uganda|Eastern Region|Budaka District",1,1,1,"IMPROVING ACCESS TO HEALTH CARE IN NORTHERN UGANDA","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Implementation",2012,2012,0,466562.986,0,12277.9733158,"Naboa",1,50,13,701
"2001","Uganda","Pallisa","Budaka","Naboa Budaka",87299462603,"87299462603_7056279",3,7056279,"Budaka District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056279","Earth|Africa|Uganda|Eastern Region|Budaka District",1,1,1,"IMPLEMENTATION OF THE NATIONAL PLAN OF DISASTER PREPAREDNESS UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation",2012,2012,0,690548.122,0,18663.4627568,"Naboa",1,50,13,701
"2002","Uganda","Pallisa","Budaka","Naboa Budaka",87299464640,"87299464640_7056279",3,7056279,"Budaka District","ADM2","second-order administrative division","6295630|6255146|UG|E|7056279","Earth|Africa|Uganda|Eastern Region|Budaka District",1,1,1,"LANDLICHE ENTWICKLUNG","2013-02-01","start-actual","2015-01-31","end-planned","Austria","AUT","Uganda","UGA","160","Other social infrastructure and services","Implementation",2013,2015,0,0,0,0,"Naboa",1,50,13,701
"2003","Uganda","Pallisa","Butebo","Butebo Butebo",87299462584,"87299462584_7732905",2,7732905,"Butebo County","ADM3","third-order administrative division","6295630|6255146|UG|E|443362|7732905","Earth|Africa|Uganda|Eastern Region|Pallisa District|Butebo County",1,1,1,"PROJECT FOR IMPROVING AGRICULTURAL PRODUCTIVITY THROUGH PROMOTING ANIMAL TRACTION","2009-02-27","start-actual","2010-07-07","end-planned","Japan","JPN","Uganda","UGA","311","Agriculture","Completion",2009,2010,43968,0,2931.2,0,"Butebo",1,50,45,200
"2004","Uganda","Pallisa","Butebo","Kibale Butebo",87299462866,"87299462866_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"OPM- NORTHERN UGANDA YOUTH DEVELOPMENT CENTRE (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2014,0,0,0,0,"Kibale",1,50,45,440
"2005","Uganda","Pallisa","Butebo","Kibale Butebo",87299462603,"87299462603_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"IMPLEMENTATION OF THE NATIONAL PLAN OF DISASTER PREPAREDNESS UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation",2012,2012,0,690548.122,0,18663.4627568,"Kibale",1,50,45,440
"2006","Uganda","Pallisa","Butebo","Kibale Butebo",8729938740,"8729938740_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Kibale",1,50,45,440
"2007","Uganda","Pallisa","Butebo","Kibale Butebo",8729922263,"8729922263_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"SUPPORT TO POLICE - PRDP","2007-11-28","start-actual","2009-06-30","end-planned","Netherlands","NLD","Uganda","UGA","510","General budget support","Completion",2007,2009,4405286.343,0,115928.587974,0,"Kibale",1,50,45,440
"2008","Uganda","Pallisa","Butebo","Kibale Butebo",8729922214,"8729922214_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"APPROPRIATE RENEWABLE TECHNOLOGIES","2011-02-01","start-actual","","end-planned","Islamic Development Bank","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2011,2012,253000,108275,19461.5384615,8328.84615385,"Kibale",1,50,45,440
"2009","Uganda","Pallisa","Butebo","Kibale Butebo",87299462865,"87299462865_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"OPM- UGANDA INVESTMENT AUTHORITY (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2014,0,777604.976,0,20463.2888421,"Kibale",1,50,45,440
"2010","Uganda","Pallisa","Butebo","Kibale Butebo",87299463027,"87299463027_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"SUPPORT TO LOCAL GOV ASSOCIATION- CAPACITY BUILDING-NORTHERN UGANDA (PRDP)","2008-12-03","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2008,2014,0,155520.995,0,4092.65776316,"Kibale",1,50,45,440
"2011","Uganda","Pallisa","Butebo","Kibale Butebo",8729931419,"8729931419_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"MAINSTREAMING CLIMATE CHANGE PROJECT","2008-12-19","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","140","Water supply and sanitation","Implementation",2008,2010,682908.507,371861.269,170727.12675,92965.31725,"Kibale",1,50,45,440
"2012","Uganda","Pallisa","Butebo","Kibale Butebo",87299462391,"87299462391_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"SECURING UGANDA'S RIGHTS TO ESSENTIAL MEDICINES PROGRAM (SURE)","","start-actual","2014-07-16","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,37830000,12161000,630500,202683.333333,"Kibale",1,50,45,440
"2013","Uganda","Pallisa","Butebo","Kibale Butebo",8729925127,"8729925127_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"PRDP","2008-12-03","start-actual","2009-06-30","end-planned","Norway","NOR","Uganda","UGA","311|110","Agriculture|Education","Completion",2008,2010,4698996.89,10315279.203,123657.812895,271454.715868,"Kibale",1,50,45,440
"2014","Uganda","Pallisa","Butebo","Kibale Butebo",87299221949,"87299221949_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"8 DISTRICTS ROAD NETWORK - FEEDER ROADS","1998-12-10","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","210","Transport and storage","Completion",1998,2005,20896184.893,12404282.992,1393078.99287,826952.199467,"Kibale",1,50,45,440
"2015","Uganda","Pallisa","Butebo","Kibale Butebo",87299463034,"87299463034_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"IMPROVING ACCESS TO HEALTH CARE IN NORTHERN UGANDA","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Implementation",2012,2012,0,466562.986,0,12277.9733158,"Kibale",1,50,45,440
"2016","Uganda","Pallisa","Butebo","Kibale Butebo",8729922193,"8729922193_443362",3,443362,"Pallisa District","ADM2","second-order administrative division","6295630|6255146|UG|E|443362","Earth|Africa|Uganda|Eastern Region|Pallisa District",1,1,1,"NORTHERN UGANDA SOCIAL ACTION FUND (NUSAF)","2012-02-09","start-actual","2014-08-31","end-planned","International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2009,2014,139410967.476,87588840.519,3767863.98584,2367265.95997,"Kibale",1,50,45,440
"2017","Uganda","Pallisa","Kibuku","Bulangira Kibuku",87299462584,"87299462584_234299",1,234299,"Bulangira","PPL","populated place","6295630|6255146|UG|E|8030572|234299","Earth|Africa|Uganda|Eastern Region|Kibuku District|Bulangira",1,2,1,"PROJECT FOR IMPROVING AGRICULTURAL PRODUCTIVITY THROUGH PROMOTING ANIMAL TRACTION","2009-02-27","start-actual","2010-07-07","end-planned","Japan","JPN","Uganda","UGA","311","Agriculture","Completion",2009,2010,43968,0,2931.2,0,"Bulangira",1,50,86,142
"2018","Uganda","Pallisa","Kibuku","Bulangira Kibuku",87299462355,"87299462355_234299",1,234299,"Bulangira","PPL","populated place","6295630|6255146|UG|E|8030572|234299","Earth|Africa|Uganda|Eastern Region|Kibuku District|Bulangira",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Bulangira",1,50,86,142
"2019","Uganda","Pallisa","Kibuku","Bulangira Kibuku",87299462498,"87299462498_234299",1,234299,"Bulangira","PPL","populated place","6295630|6255146|UG|E|8030572|234299","Earth|Africa|Uganda|Eastern Region|Kibuku District|Bulangira",1,2,1,"THE PROJECT FOR IMPROVING AGRICULTURAL PRODUCTIVITY THROUGH PROMOTING ANIMAL TRACTION IN 5 DISTRICTS IN EASTERN UGANDA","2013-03-06","start-actual","","end-planned","Japan","JPN","Uganda","UGA","311","Agriculture","Implementation",2013,2013,118615,113666.587,23723,22733.3174,"Bulangira",1,50,86,142
"2020","Uganda","Pallisa","Kibuku","Kibuku Kibuku",87299462355,"87299462355_231532",1,231532,"Kibuku","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|8030572|231532","Earth|Africa|Uganda|Eastern Region|Kibuku District|Kibuku",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Kibuku",1,50,86,448
"2021","Uganda","Pallisa","Kibuku","Kibuku Kibuku",8729938740,"8729938740_8030572",3,8030572,"Kibuku District","ADM2","second-order administrative division","6295630|6255146|UG|E|8030572","Earth|Africa|Uganda|Eastern Region|Kibuku District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Kibuku",1,50,86,448
"2022","Uganda","Pallisa","Kibuku","Kibuku Kibuku",87299462355,"87299462355_234657",2,234657,"Budaka Bugwere County","ADMD","administrative division","6295630|6255146|UG|E|234657","Earth|Africa|Uganda|Eastern Region|Budaka Bugwere County",2,1,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Kibuku",1,50,86,448
"2023","Uganda","Pallisa","Kibuku","Kirika Kibuku",87299251535,"87299251535_8260673",4,8260673,"Eastern Region","ADM1","first-order administrative division","6295630|6255146|UG|E","Earth|Africa|Uganda|Eastern Region",1,1,1,"UGANDA SANITATION FUND PROJECT","2011-08-18","start-actual","2013-08-18","end-planned","Japan|United Nations Development Programme","JPN|DAC","Uganda","UGA","120","Health","Implementation",2004,2013,8958776.487,647972,4479388.2435,323986,"Kirika",1,50,86,479
"2024","Uganda","Pallisa","Kibuku","Kirika Kibuku",87299463309,"87299463309_8260673",4,8260673,"Eastern Region","ADM1","first-order administrative division","6295630|6255146|UG|E","Earth|Africa|Uganda|Eastern Region",1,1,1,"EU WATER FACILITY","2004-12-15","start-actual","2017-12-31","end-planned","European Union","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation",2004,2017,40647592.297,28986677.085,13549197.4323,9662225.695,"Kirika",1,50,86,479
"2025","Uganda","Pallisa","Kibuku","Kirika Kibuku",87299462382,"87299462382_8260673",4,8260673,"Eastern Region","ADM1","first-order administrative division","6295630|6255146|UG|E","Earth|Africa|Uganda|Eastern Region",1,1,1,"DISTRICT BASED HIV/AIDS- TB PROGRAM (STAR-EC)","2009-03-10","start-actual","2014-03-14","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5.5e+07,17187000,820895.522388,256522.38806,"Kirika",1,50,86,479
"2026","Uganda","Pallisa","Kibuku","Kirika Kibuku",87299462355,"87299462355_232881",1,232881,"Kadama","PPL","populated place","6295630|6255146|UG|E|8030572|232881","Earth|Africa|Uganda|Eastern Region|Kibuku District|Kadama",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Kirika",1,50,86,479
"2027","Uganda","Pallisa","Kibuku","Kirika Kibuku",872992657,"872992657_8260673",4,8260673,"Eastern Region","ADM1","first-order administrative division","6295630|6255146|UG|E","Earth|Africa|Uganda|Eastern Region",1,1,1,"MBARARA-NKENDA / TORORO -LIRA TRANSMISSION","2009-05-13","start-actual","2013-12-31","end-planned","African Development Fund|Norway","DAC|NOR","Uganda","UGA","230","Energy generation and supply","Implementation",2009,2013,79802431.61,13233500.231,26600810.5367,4411166.74367,"Kirika",1,50,86,479
"2028","Uganda","Pallisa","Kibuku","Kirika Kibuku",87299221619,"87299221619_8260673",4,8260673,"Eastern Region","ADM1","first-order administrative division","6295630|6255146|UG|E","Earth|Africa|Uganda|Eastern Region",1,1,1,"CONSTRUCTION OF A NEW BRIDGE ACROSS RIVER NILE AT JINJA PROJECT","2013-03-01","start-actual","2017-06-30","end-planned","Japan","JPN","Uganda","UGA","210","Transport and storage","Implementation",2010,2017,123301274.609,0,61650637.3045,0,"Kirika",1,50,86,479
"2029","Uganda","Pallisa","Pallisa","Pallisa Tc Pallisa",87299462355,"87299462355_226823",1,226823,"Pallisa","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|443362|226823","Earth|Africa|Uganda|Eastern Region|Pallisa District|Pallisa",1,2,1,"STRENGTHENING DECENTRALIZATION FOR SUSTAINABILITY (SDS)","2010-04-19","start-actual","2015-04-17","end-planned","United States of America","USA","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2015,39990270,12090800,571289.571429,172725.714286,"Pallisa Tc",1,50,140,864
"2030","Uganda","Rakai","Kabula","Kaliiro Kabula",87299463051,"87299463051_7056290",3,7056290,"Lyantonde District","ADM2","second-order administrative division","6295630|6255146|UG|C|7056290","Earth|Africa|Uganda|Central Region|Lyantonde District",1,1,1,"QUALITY EDUCATION SUPPORT","2010-07-01","start-actual","2013-06-30","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Completion",2010,2013,0,0,0,0,"Kaliiro",1,51,70,345
"2031","Uganda","Rakai","Kabula","Kaliiro Kabula",87299463175,"87299463175_7056290",3,7056290,"Lyantonde District","ADM2","second-order administrative division","6295630|6255146|UG|C|7056290","Earth|Africa|Uganda|Central Region|Lyantonde District",1,1,1,"KAMPALA MASAKA ROAD","2006-05-08","start-actual","2015-03-31","end-planned","European Union","DAC","Uganda","UGA","210","Transport and storage","Implementation",2005,2015,140119760.479,152756664.969,46706586.8263,50918888.323,"Kaliiro",1,51,70,345
"2032","Uganda","Rakai","Kabula","Kaliiro Kabula",8729938740,"8729938740_7056290",3,7056290,"Lyantonde District","ADM2","second-order administrative division","6295630|6255146|UG|C|7056290","Earth|Africa|Uganda|Central Region|Lyantonde District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Kaliiro",1,51,70,345
"2033","Uganda","Rakai","Kabula","Kaliiro Kabula",87299462391,"87299462391_7056290",3,7056290,"Lyantonde District","ADM2","second-order administrative division","6295630|6255146|UG|C|7056290","Earth|Africa|Uganda|Central Region|Lyantonde District",1,1,1,"SECURING UGANDA'S RIGHTS TO ESSENTIAL MEDICINES PROGRAM (SURE)","","start-actual","2014-07-16","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,37830000,12161000,630500,202683.333333,"Kaliiro",1,51,70,345
"2034","Uganda","Rakai","Kabula","Kaliiro Kabula",87299464068,"87299464068_7056290",3,7056290,"Lyantonde District","ADM2","second-order administrative division","6295630|6255146|UG|C|7056290","Earth|Africa|Uganda|Central Region|Lyantonde District",1,1,1,"INTEGRATED DRYLANDS DEVELOPMENT PROGRAMME (IDDP)- SUPPORT FOR THE IMPLEMENTATION OF UNCCD IN THE CONTEXT OF TERRAFRICA INTIATIVE","2013-01-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation",2013,2014,0,0,0,0,"Kaliiro",1,51,70,345
"2035","Uganda","Rakai","Kakuuto","Kakuuto Kakuuto",8729926108,"8729926108_8643028",2,8643028,"Kakuuto County","ADM3","third-order administrative division","6295630|6255146|UG|C|443363|8643028","Earth|Africa|Uganda|Central Region|Rakai District|Kakuuto County",1,1,1,"EAST AFRICA TRADE & TRANSPORT FACILITATION PROJECT","2002-02-07","start-actual","2011-06-30","end-planned","International Development Association","DAC","Uganda","UGA","331","Trade policy and regulations","Implementation",2001,2013,45513733.65,23340976.545,3792811.1375,1945081.37875,"Kakuuto",1,51,73,338
"2036","Uganda","Rakai","Kakuuto","Kakuuto Kakuuto",8729926108,"8729926108_447928",1,447928,"Mutukula","PPL","populated place","6295630|6255146|UG|C|443363|447928","Earth|Africa|Uganda|Central Region|Rakai District|Mutukula",1,2,1,"EAST AFRICA TRADE & TRANSPORT FACILITATION PROJECT","2002-02-07","start-actual","2011-06-30","end-planned","International Development Association","DAC","Uganda","UGA","331","Trade policy and regulations","Implementation",2001,2013,45513733.65,23340976.545,3792811.1375,1945081.37875,"Kakuuto",1,51,73,338
"2037","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",87299463196,"87299463196_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"IMPLEMENTATION OF A FISHERIES MANAGEMENT PROJECT FOR LAKE VICTORIA","2002-11-21","start-actual","2012-06-30","end-planned","European Union","DAC","Uganda","UGA","311","Agriculture","Implementation",2002,2013,29043222.003,38310256.667,7260805.50075,9577564.16675,"Kasasa",1,51,73,399
"2038","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",87299464646,"87299464646_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"ENABLING RURAL INNOVATION","2013-02-01","start-actual","2015-01-31","end-planned","Austria","AUT","Uganda","UGA","160","Other social infrastructure and services","Implementation",2013,2015,0,0,0,0,"Kasasa",1,51,73,399
"2039","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",8729931894,"8729931894_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"RAKAI DISTRICT DEVELOPMENT PROGRAMME","1996-02-27","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","151","Government and civil society, general","Completion",1996,2007,17374424.966,11864149.61,17374424.966,11864149.61,"Kasasa",1,51,73,399
"2040","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",87299463388,"87299463388_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"SECURING A STRONGER FUTURE FOR POOR AND DISADVANTAGED GROUPS AT HIGH RISK OF MORTALITY AND MORBIDITY IN 18 DISTRICTS IN UGANDA","2006-12-19","start-actual","","end-planned","European Union","DAC","Uganda","UGA","120","Health","Completion",2006,2012,876544.137,909683.489,48696.8965,50537.9716111,"Kasasa",1,51,73,399
"2041","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",87299464640,"87299464640_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"LANDLICHE ENTWICKLUNG","2013-02-01","start-actual","2015-01-31","end-planned","Austria","AUT","Uganda","UGA","160","Other social infrastructure and services","Implementation",2013,2015,0,0,0,0,"Kasasa",1,51,73,399
"2042","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",87299462911,"87299462911_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"WATER, AGRICULTURE, AND SANITATION INTEGRATED PROGRAMME IN RAKAI","2007-01-01","start-actual","2012-12-31","end-planned","Austria","AUT","Uganda","UGA","140","Water supply and sanitation","Completion",2007,2012,333657.179,0,333657.179,0,"Kasasa",1,51,73,399
"2043","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",8729924579,"8729924579_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"UGANDA HIV/AIDS CONTROL PROJECT","2001-05-14","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Completion",2001,2007,48129032.258,44965761.017,1552549.42768,1450508.4199,"Kasasa",1,51,73,399
"2044","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",87299462391,"87299462391_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"SECURING UGANDA'S RIGHTS TO ESSENTIAL MEDICINES PROGRAM (SURE)","","start-actual","2014-07-16","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,37830000,12161000,630500,202683.333333,"Kasasa",1,51,73,399
"2045","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",8729926108,"8729926108_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"EAST AFRICA TRADE & TRANSPORT FACILITATION PROJECT","2002-02-07","start-actual","2011-06-30","end-planned","International Development Association","DAC","Uganda","UGA","331","Trade policy and regulations","Implementation",2001,2013,45513733.65,23340976.545,3792811.1375,1945081.37875,"Kasasa",1,51,73,399
"2046","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",87299463315,"87299463315_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"GCCA-GLOBAL CLIMATE CHANGE ALLIANCE-CONTRIBUTION AGREEMENT WITH FAO","2012-01-01","start-actual","2016-07-09","end-planned","European Union","DAC","Uganda","UGA","140","Water supply and sanitation","Implementation",2012,2016,14248704.663,4718528.498,2374784.1105,786421.416333,"Kasasa",1,51,73,399
"2047","Uganda","Rakai","Kakuuto","Kasasa Kakuuto",8729938740,"8729938740_443363",3,443363,"Rakai District","ADM2","second-order administrative division","6295630|6255146|UG|C|443363","Earth|Africa|Uganda|Central Region|Rakai District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Kasasa",1,51,73,399
